Incident,Date,Time,Date,Time,General Location,Crime Description,Disposition
II2301756,2/5/2023,9:25,2/5/2023,9:25,"604 E Armory Ave, Champaign, IL 61820, USA",DISORDERLY CONDUCT-ALL,STUDENT
Incident,Date,Time,Date,Time,General Location,Crime Description,Disposition
,Reported,Reported,Occurred,Occurred,,,
,,,,,,OTHER,DISCIPLINE
,,,,,,,REFERRAL
II2301756,2/5/2023,9:25,2/5/2023,9:25,"604 E Armory Ave, Champaign, IL 61820, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2301781,2/5/2023,18:21,1/31/2023,12:00,"400 E Chalmers St, Champaign, IL 61820, USA",BURGLARY RESIDENTIAL,PENDING
II2301781,2/5/2023,18:21,1/31/2023,12:00,"400 E Chalmers St, Champaign, IL 61820, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2301790,2/5/2023,22:14,2/5/2023,19:00,"200 E Green St, Urbana, IL 61802, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2301790,2/5/2023,22:14,2/5/2023,19:00,"200 E Green St, Urbana, IL 61802, USA",BATTERY-DOMESTIC,ARREST
II2301527,2/1/2023,15:56,1/29/2023,20:59,"1000 S 2nd St, Champaign, IL 61820, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2301527,2/1/2023,15:56,1/29/2023,20:59,"1000 S 2nd St, Champaign, IL 61820, USA",FRAUD-DECEPTION,PENDING
II2301527,2/1/2023,15:56,1/29/2023,20:59,"1000 S 2nd St, Champaign, IL 61820, USA",THEFT OVER $500,PENDING
II2300474,1/13/2023,11:07,1/13/2023,10:55,"1110 W Springfield Ave, Urbana, IL 61801, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2301187,1/26/2023,1:02,1/25/2023,18:00,"1405 W Springfield Ave, Urbana, IL 61801, USA",THEFT-MOTOR VEHICLE,ADMIN. CLOSE
II2301525,2/1/2023,15:29,1/27/2023,19:00,"300 E Green St, Urbana, IL 61802, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2301525,2/1/2023,15:29,1/27/2023,19:00,"300 E Green St, Urbana, IL 61802, USA",BURGLARY RESIDENTIAL,ADMIN. CLOSE
II2301676,2/4/2023,6:58,2/4/2023,6:58,"507 W University Ave, Urbana, IL 61801, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2301678,2/4/2023,7:02,2/4/2023,1:30,"102 E Green St STE 104, Champaign, IL 61820,",BATTERY-AGGRAVATED,ADMIN. CLOSE
,,,,,USA,,
II2301767,2/5/2023,13:59,2/3/2023,11:59,"200 E Green St, Urbana, IL 61802, USA",BURGLARY FROM MOTOR,PENDING
,,,,,,VEHICLE,
II2301767,2/5/2023,13:59,2/3/2023,11:59,"200 E Green St, Urbana, IL 61802, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
Incident,Date,Time,Date,Time,General Location,Crime Description,Disposition
,Reported,Reported,Occurred,Occurred,,,
,,,,,,DEPT,
II2301784,2/5/2023,18:49,2/5/2023,18:49,"400 E Green St, Urbana, IL 61802, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2301784,2/5/2023,18:49,2/5/2023,18:49,"400 E Green St, Urbana, IL 61802, USA",INTIMIDATION,PENDING
II2301784,2/5/2023,18:49,2/5/2023,18:49,"400 E Green St, Urbana, IL 61802, USA",THEFT OVER $500,PENDING
II2301808,2/6/2023,10:17,1/30/2023,13:00,"500 E Green St, Urbana, IL 61802, USA",THEFT $500 AND UNDER,UNFOUNDED
II2301808,2/6/2023,10:17,1/30/2023,13:00,"500 E Green St, Urbana, IL 61802, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2301837,2/6/2023,20:26,2/6/2023,13:00,"500 S 6th St, Champaign, IL 61820, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2301837,2/6/2023,20:26,2/6/2023,13:00,"500 S 6th St, Champaign, IL 61820, USA",TRESPASS-RESIDENCE,ADMIN. CLOSE
00470-2023,2/7/2023,10:27,2/3/2023,23:00,"1202 S 1st St, Champaign, IL 61820, USA",LIQUOR-UNDERAGE,STUDENT DISC
,,,,,,,REFERRAL
00473-2023,2/7/2023,10:30,2/4/2023,1:36,"1002 W College Ct, Urbana, IL 61801, USA",LIQUOR-UNDERAGE,STUDENT DISC
,,,,,,,REFERRAL
00477-2023,2/7/2023,10:36,2/5/2023,0:45,"1012 W Illinois St, Urbana, IL 61801, USA",LIQUOR-UNDERAGE,STUDENT DISC
,,,,,,,REFERRAL
00479-2023,2/7/2023,10:49,2/5/2023,1:57,"206 E Peabody Dr, Champaign, IL 61820, USA",LIQUOR-UNDERAGE,STUDENT DISC
,,,,,,,REFERRAL
00523-2023,2/7/2023,11:17,2/6/2023,11:00,"204 E Peabody Dr, Champaign, IL 61820, USA",CRIMINAL DAMAGE,ADMIN CLOSED
CC2303867,2/7/2023,7:04,2/6/2023,10:27,"102 E Green St STE 104, Champaign, IL 61820,",UNLAWFUL USE OF ID,REPORTED TO
,,,,,USA,,OTHER AGENCY
CC2303868,2/7/2023,7:04,2/6/2023,10:27,"102 E Green St STE 104, Champaign, IL 61820,",UNLAWFUL USE OF ID,REPORTED TO
,,,,,USA,,OTHER AGENCY
CC2303869,2/7/2023,7:04,2/6/2023,10:27,"102 E Green St STE 104, Champaign, IL 61820,",UNLAWFUL USE OF ID,REPORTED TO
,,,,,USA,,OTHER AGENCY
II2301856,2/7/2023,3:22,2/7/2023,0:01,"1200 W University Ave, Urbana, IL 61801, USA",FLEEING OR ATTEMPT TO,ARREST
Incident,Date,Time,Date,Time,General Location,Crime Description,Disposition
,Reported,Reported,Occurred,Occurred,,,
,,,,,,ELUDE POLICE,
II2301875,2/7/2023,15:56,2/1/2023,20:45,"0 E Daniel St, Champaign, IL 61820, USA",THEFT-MOTOR VEHICLE,ADMIN. CLOSE
II2301875,2/7/2023,15:56,2/1/2023,20:45,"0 E Daniel St, Champaign, IL 61820, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2301876,2/7/2023,16:47,2/5/2023,3:00,"1005 W College Ct, Urbana, IL 61801, USA",DISORDERLY CONDUCT-ALL,ADMIN. CLOSE
,,,,,,OTHER,
II2301893,2/8/2023,0:12,2/6/2023,11:00,"Engineering Hall, 1308 W Green St, Urbana, IL",THEFT OF LOST/MISLAID,ADMIN. CLOSE
,,,,,"61801, USA",PROPERTY,
II2300025,1/1/2023,15:52,1/1/2023,1:30,"606 S 6th St, Champaign, IL 61820, USA",BATTERY,ADMIN. CLOSE
II2301049,1/23/2023,19:15,1/9/2023,10:35,"English Building, 608 S Wright St, Urbana, IL",HARASSMENT BY,UNFOUNDED
,,,,,"61801, USA",ELECTRONIC COMMUNICAT,
II2301767,2/5/2023,13:59,2/3/2023,11:59,"200 E Green St, Urbana, IL 61802, USA",THEFT-IDENTITY,PENDING
II2301877,2/7/2023,16:53,2/7/2023,13:40,"Ikenberry Ct, Urbana, IL 61802, USA",THEFT $500 AND UNDER,PENDING
II2301877,2/7/2023,16:53,2/7/2023,13:40,"Ikenberry Ct, Urbana, IL 61802, USA",FRAUD-CREDIT CARD,PENDING
II2301916,2/8/2023,11:54,2/7/2023,19:00,"901 W Pennsylvania Ave, Urbana, IL 61801,",THEFT $500 AND UNDER,ADMIN. CLOSE
,,,,,USA,,
II2301919,2/8/2023,15:44,2/8/2023,15:44,"1110 W Springfield Ave, Urbana, IL 61801, USA",DISORDERLY CONDUCT-ALL,ARREST
,,,,,,OTHER,
II2301919,2/8/2023,15:44,2/8/2023,15:44,"1110 W Springfield Ave, Urbana, IL 61801, USA",CRIMINAL DAMAGE GOVT,ARREST
,,,,,,SUPPORT PROP,
00528-2023,2/9/2023,7:05,1/24/2023,0:01,"809 S Wright St, Champaign, IL 61820, USA",THEFT,ADMIN CLOSED
CSA23-019,2/9/2023,12:36,2/8/2023,UNKNOWN,"1010 W Illinois St, Urbana, IL 61801, USA",STALKING,ADMIN CLOSED
II2301977,2/9/2023,16:41,2/8/2023,17:00,"English Building, 608 S Wright St, Urbana, IL",THEFT $500 AND UNDER,ADMIN. CLOSE
,,,,,"61801, USA",,
II2301981,2/9/2023,17:40,2/6/2023,22:30,"Roger Adams Laboratory, 600 S Mathews Ave,",CRIMINAL DEFACEMENT OF,ADMIN. CLOSE
,,,,,"Urbana, IL 61801, USA",PROPERTY,
Incident,Date,Time,Date,Time,General Location,Crime Description,Disposition
,Reported,Reported,Occurred,Occurred,,,
IF2302010,2/10/2023,1:02,2/10/2023,1:02,"1111 W Nevada St, Urbana, IL 61801, USA",LIQUOR-UNDERAGE,STUDENT DISC
,,,,,,,REFERRAL
II2302016,2/10/2023,1:58,2/10/2023,1:58,"E John St & S 5th St, Champaign, IL 61820, USA",DRIVING UNDER THE,ARREST
,,,,,,INFL-ALCOHOL,
II2302016,2/10/2023,1:58,2/10/2023,1:58,"E John St & S 5th St, Champaign, IL 61820, USA",BREATH ALCOHOL OVER,ARREST
,,,,,,LIMIT,
II2302024,2/10/2023,5:07,2/9/2023,22:15,"900 S 3rd St, Champaign, IL 61820, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2302024,2/10/2023,5:07,2/9/2023,22:15,"900 S 3rd St, Champaign, IL 61820, USA",BURGLARY FROM MOTOR,ADMIN. CLOSE
,,,,,,VEHICLE,
II2301765,1/4/2023,17:54,12/28/2022,13:15,"300 E Chalmers St, Champaign, IL 61820, USA",THEFT OVER $500,ADMIN. CLOSE
II2301765,1/4/2023,17:54,12/28/2022,13:15,"300 E Chalmers St, Champaign, IL 61820, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2301261,1/27/2023,17:02,1/26/2023,12:00,"1751 S Goodwin Ave, Urbana, IL 61802, USA",THEFT-RETAIL,PENDING
II2301781,2/5/2023,18:21,1/31/2023,12:00,"Illini Towers, 409 E Chalmers St, Champaign, IL",CYBERSTALKING,PENDING
,,,,,"61820, USA",,
II2301957,2/9/2023,8:51,2/9/2023,4:00,"202 E Peabody Dr, Champaign, IL 61820, USA",THEFT OVER $500,ADMIN. CLOSE
II2301974,2/9/2023,15:06,2/4/2023,9:32,"300 W Springfield Ave, Urbana, IL 61801, USA",THEFT $500 AND UNDER,ADMIN. CLOSE
II2301974,2/9/2023,15:06,2/4/2023,9:32,"300 W Springfield Ave, Urbana, IL 61801, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
IF2302044,2/10/2023,14:23,2/10/2023,14:23,"33 E John St, Champaign, IL 61820, USA",CRIMINAL DAMAGE,ADMIN CLOSED
IF2302072,2/10/2023,22:30,2/10/2023,22:30,"211 E Green St, Champaign, IL 61820, USA",UNLAWFUL USE OF,ADMIN CLOSED
,,,,,,IDENTIFICATION,
II2302042,2/10/2023,14:02,2/10/2023,14:00,"1900 Orchard Pl, Urbana, IL 61801, USA",BATTERY-DOMESTIC,PENDING
II2302051,2/10/2023,15:59,2/9/2023,18:00,"200 E Healey St, Champaign, IL 61820, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2302051,2/10/2023,15:59,2/9/2023,18:00,"200 E Healey St, Champaign, IL 61820, USA",BURGLARY FROM MOTOR,PENDING
Incident,Date,Time,Date,Time,General Location,Crime Description,Disposition
,Reported,Reported,Occurred,Occurred,,,
,,,,,,VEHICLE,
II2302057,2/10/2023,17:58,2/3/2023,21:30,"200 E Armory Ave, Champaign, IL 61820, USA",BATTERY,ARREST
II2302074,2/10/2023,23:06,2/10/2023,23:06,"S 2nd St & E Green St, Champaign, IL 61820,",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,USA,DEPT,
II2302074,2/10/2023,23:06,2/10/2023,23:06,"S 2nd St & E Green St, Champaign, IL 61820,",POSS ALCOHOL/LIQ PUBLIC,ARREST
,,,,,USA,PROP/PARKIN,
II2302074,2/10/2023,23:06,2/10/2023,23:06,"S 2nd St & E Green St, Champaign, IL 61820,",MIP ALCOHOL/LIQUOR,ARREST
,,,,,USA,,
II2302077,2/10/2023,23:36,2/10/2023,23:36,"211 E Green St, Champaign, IL 61820, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2302077,2/10/2023,23:36,2/10/2023,23:36,"211 E Green St, Champaign, IL 61820, USA",BATTERY,ADMIN. CLOSE
CC2304327,2/11/2023,7:01,2/10/2023,10:17,"308 E Green St, Champaign, IL 61820, USA",THEFT,REPORTED TO
,,,,,,,OTHER AGENCY
IF2302079,2/11/2023,0:21,2/11/2023,0:21,"918 W Illinois St, Urbana, IL 61801, USA",LIQUOR-UNDERAGE,STUDENT DISC
,,,,,,,REFERRAL
IF2302091,2/11/2023,2:50,2/11/2023,2:50,"1005 W Gregory Dr, Urbana, IL 61801, USA",LIQUOR-UNDERAGE,STUDENT DISC
,,,,,,,REFERRAL
IF2302128,2/11/2023,21:08,2/11/2023,21:08,"311 E Armory Ave, Champaign, IL 61820, USA",CRIMINAL DAMAGE,ADMIN CLOSED
IF2302137,2/11/2023,23:55,2/11/2023,23:55,"102 E Green St STE 104, Champaign, IL 61820,",UNLAWFUL USE OF,ADMIN CLOSED
,,,,,USA,IDENTIFICATION,
II2302095,2/11/2023,4:08,2/11/2023,3:49,"112 E Green St Suite B, Champaign, IL 61820,",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,USA,DEPT,
II2302095,2/11/2023,4:08,2/11/2023,3:49,"112 E Green St Suite B, Champaign, IL 61820,",BURGLARY,PENDING
,,,,,USA,,
II2302106,2/11/2023,12:04,2/11/2023,1:45,"910 S 3rd St, Champaign, IL 61820, USA",BATTERY-AGGRAVATED,PENDING
II2302106,2/11/2023,12:04,2/11/2023,1:45,"910 S 3rd St, Champaign, IL 61820, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
Incident,Date,Time,Date,Time,General Location,Crime Description,Disposition
,Reported,Reported,Occurred,Occurred,,,
II2302134,2/11/2023,22:29,2/11/2023,22:29,"400 E Healey St, Champaign, IL 61820, USA",TRESPASS TO LAND/REAL,ARREST
,,,,,,PROPERTY,
II2302134,2/11/2023,22:29,2/11/2023,22:29,"400 E Healey St, Champaign, IL 61820, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
IF2302147,2/12/2023,1:10,2/12/2023,1:10,"Pennsylvania Ave. Residence Hall, Urbana, IL",LIQUOR-UNDERAGE,STUDENT DISC
,,,,,"61801, USA",,REFERRAL
IF2302153,2/12/2023,2:23,2/12/2023,2:23,"102 E University Ave Ste. A, Urbana, IL 61801,",BATTERY,ADMIN CLOSED
,,,,,USA,,
IF2302159,2/12/2023,4:13,2/12/2023,4:13,"901 W College Ct, Urbana, IL 61801, USA",LIQUOR-UNDERAGE,STUDENT DISC
,,,,,,,REFERRAL
II2302146,2/12/2023,1:02,2/12/2023,1:02,"E John St & S 1st St, Champaign, IL 61820, USA",POSS ALCOHOL/LIQ PUBLIC,ARREST
,,,,,,PROP/PARKIN,
II2302165,2/12/2023,10:28,2/12/2023,10:28,"301 E Gregory Dr, Champaign, IL 61820, USA",THEFT OF LOST/MISLAID,ARREST
,,,,,,PROPERTY,
II2302165,2/12/2023,10:28,2/12/2023,10:28,"301 E Gregory Dr, Champaign, IL 61820, USA",TRESPASS-STATE,ARREST
,,,,,,SUPPORTED LAND,
II2302165,2/12/2023,10:28,2/12/2023,10:28,"301 E Gregory Dr, Champaign, IL 61820, USA",BURGLARY,ARREST
II2302206,2/13/2023,12:32,2/13/2023,12:32,"308 E Green St, Champaign, IL 61820, USA",BURGLARY,ARREST
II2302206,2/13/2023,12:32,2/13/2023,12:32,"308 E Green St, Champaign, IL 61820, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2302206,2/13/2023,12:32,2/13/2023,12:32,"308 E Green St, Champaign, IL 61820, USA",RESIST/OBS,ARREST
,,,,,,CORRECT/POLICE/FIRE,
UU2302628,2/13/2023,7:08,2/12/2023,15:52,"905 W Springfield Ave, Urbana, IL 61801, USA",THEFT,REPORTED TO
,,,,,,,OTHER AGENCY
II2301273,1/27/2023,15:56,1/27/2023,10:00,"1000 S 4th St, Champaign, IL 61820, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2301273,1/27/2023,15:56,1/27/2023,10:00,"1000 S 4th St, Champaign, IL 61820, USA",THEFT $500 AND UNDER,PENDING
II2301767,2/5/2023,13:59,2/3/2023,11:59,"200 E Green St, Urbana, IL 61802, USA",RESIST/OBS,ARREST
Incident,Date,Time,Date,Time,General Location,Crime Description,Disposition
,Reported,Reported,Occurred,Occurred,,,
,,,,,,CORRECT/POLICE/FIRE,
II2301957,2/9/2023,8:51,2/9/2023,4:00,"202 E Peabody Dr, Champaign, IL 61820, USA",THEFT-MOTOR VEHICLE,ADMIN. CLOSE
II2302057,2/10/2023,17:58,2/3/2023,21:30,"200 E Armory Ave, Champaign, IL 61820, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2302218,2/12/2023,23:12,2/12/2023,12:00,"700 S 4th St, Champaign, IL 61820, USA",THEFT $500 AND UNDER,PENDING
II2302218,2/12/2023,23:12,2/12/2023,12:00,"700 S 4th St, Champaign, IL 61820, USA",OBSTRUCTING,ARREST
,,,,,,IDENTIFICATION,
II2302218,2/12/2023,23:12,2/12/2023,12:00,"700 S 4th St, Champaign, IL 61820, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2302212,2/13/2023,4:09,2/13/2023,4:09,"810 S Wright St, Urbana, IL 61801, USA",BATTERY,PENDING
II2302224,2/13/2023,11:17,12/18/2023,0:01,"614 E Daniel St, Champaign, IL 61820, USA",THEFT OVER $500,PENDING
II2302225,2/13/2023,11:23,2/13/2023,11:23,"E Springfield Ave & S Wright St, Champaign, IL",BREATH ALCOHOL OVER,ARREST
,,,,,"61820, USA",LIMIT,
II2302225,2/13/2023,11:23,2/13/2023,11:23,"E Springfield Ave & S Wright St, Champaign, IL",DRIVING UNDER THE,ARREST
,,,,,"61820, USA",INFL-ALCOHOL,
II2302225,2/13/2023,11:23,2/13/2023,11:23,"E Springfield Ave & S Wright St, Champaign, IL",ILLEGAL TRANSPORTATION,ARREST
,,,,,"61820, USA",OF LIQUOR,
II2302225,2/13/2023,11:23,2/13/2023,11:23,"E Springfield Ave & S Wright St, Champaign, IL",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,"61820, USA",DEPT,
II2302237,2/13/2023,16:31,2/13/2023,16:21,"300 E Green St, Urbana, IL 61802, USA",BURGLARY,ARREST
II2302237,2/13/2023,16:31,2/13/2023,16:21,"300 E Green St, Urbana, IL 61802, USA",TRESPASS-RESIDENCE,ARREST
II2302237,2/13/2023,16:31,2/13/2023,16:21,"300 E Green St, Urbana, IL 61802, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
II2302247,2/13/2023,19:01,2/13/2023,19:00,"400 E Healey St, Champaign, IL 61820, USA",TRESPASS-RESIDENCE,ARREST
II2302247,2/13/2023,19:01,2/13/2023,19:00,"400 E Healey St, Champaign, IL 61820, USA",ASSIST OTHER POLICE,ADMIN. CLOSE
,,,,,,DEPT,
Incident,Date,Time,Date,Time,General Location,Crime Description,Disposition
,Reported,Reported,Occurred,Occurred,,,
II2302247,2/13/2023,19:01,2/13/2023,19:00,"400 E Healey St, Champaign, IL 61820, USA",RESIST/OBS,ARREST
,,,,,,CORRECT/POLICE/FIRE,
CSA23-022,2/14/2023,9:40,2/2/2023,12:00,"Champaign, IL, USA",STALKING,ADMIN CLOSED
II2302314,2/14/2023,11:17,12/16/2023,14:00,"502 E Healey St, Champaign, IL 61820, USA",THEFT $500 AND UNDER,PENDING
II2302224,2/13/2023,11:17,12/18/2023,0:01,"614 E Daniel St, Champaign, IL 61820, USA",THEFT,PENDING
II2302303,2/14/2023,16:50,2/5/2023,13:00,"Wardall Hall, 1012 W Illinois St, Urbana, IL",MOTOR VEHICLE THEFT,PENDING
,,,,,"61801, USA",,
II2302341,2/15/2023,4:43,2/15/2023,4:43,"11 Airport Rd, Savoy, IL 61874, USA",ASSIST AGENCY,ADMIN CLOSED
II2302365,2/15/2023,18:24,2/15/2023,18:00,"201 E Peabody Dr, Champaign, IL 61820, USA",THEFT,PENDING
00562-2023,2/16/2023,7:59,1/30/2023,7:00,"1012 W Illinois St, Urbana, IL 61801, USA",CRIMINAL DAMAGE,ADMIN CLOSED
00576-2023,2/16/2023,8:14,2/10/2023,22:43,"206 E Peabody Dr, Champaign, IL 61820, USA",LIQUOR-UNDERAGE,STUDENT DISC
,,,,,,,REFERRAL
00586-2023,2/16/2023,8:25,2/11/2023,1:00,"1401 W Green St, Urbana, IL 61801, USA",LIQUOR-UNDERAGE,STUDENT DISC
,,,,,,,REFERRAL
00595-2023,2/16/2023,8:40,2/12/2023,1:27,"902 W College Ct, Urbana, IL 61801, USA",LIQUOR-UNDERAGE,STUDENT DISC
,,,,,,,REFERRAL
00607-2023,2/16/2023,8:48,2/11/2023,1:30,"1010 W Illinois St, Urbana, IL 61801, USA",THEFT,ADMIN CLOSED
00636-2023,2/16/2023,9:22,2/15/2023,23:18,"206 E Peabody Dr, Champaign, IL 61820, USA",CRIMINAL DAMAGE,ADMIN CLOSED
CSA23-023,2/16/2023,11:08,1/22/2023,13:49,"1010 W Illinois St, Urbana, IL 61801, USA",STALKING/DOMESTIC,ADMIN CLOSED
II2302409,2/16/2023,11:13,2/15/2023,13:00,"Thomas M. Siebel Center for Computer Science,",THEFT $500 AND UNDER,PENDING
,,,,,"201 N Goodwin Ave, Urbana, IL 61801, USA",,
CSA23-026,2/17/2023,9:18,1/21/2023,10:21,"1010 W Illinois St, Urbana, IL 61801, USA",STALKING/DOMESTIC,ADMIN CLOSED
